name,rating,review_count,price,categories,city,state,zip_code,latitude,longitude,address,url
Chikarashi,4.0,501,$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'poke', 'title': 'Poke'}]",New York,NY,10013,40.71792477072888,-73.99945752883555,"227 Canal St New York, NY 10013",https://www.yelp.com/biz/chikarashi-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Friend of A Farmer,3.5,1320,$$,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",New York,NY,10003,40.73695,-73.98677,"77 Irving Pl New York, NY 10003",https://www.yelp.com/biz/friend-of-a-farmer-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Silver Rice,4.5,307,$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'soup', 'title': 'Soup'}]",Brooklyn,NY,11238,40.6742123562615,-73.9568891376257,"638 Park Pl Brooklyn, NY 11238",https://www.yelp.com/biz/silver-rice-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
MáLà Project,4.0,780,$$,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",New York,NY,10009,40.72713,-73.98542,"122 1st Ave New York, NY 10009",https://www.yelp.com/biz/m%C3%A1l%C3%A0-project-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Hi-Collar,4.0,684,$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bars', 'title': 'Bars'}]",New York,NY,10003,40.729564,-73.98786,"231 E 9th St New York, NY 10003",https://www.yelp.com/biz/hi-collar-new-york-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Quality Eats,4.0,481,$$$,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",New York,NY,10014,40.7345,-74.00004,"19 Greenwich Ave New York, NY 10014",https://www.yelp.com/biz/quality-eats-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
The Flatiron Room,4.5,856,$$$,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",New York,NY,10010,40.74452,-73.99049,"37 W 26th St New York, NY 10010",https://www.yelp.com/biz/the-flatiron-room-new-york-3?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Vinegar Hill House,3.5,680,$$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Brooklyn,NY,11201,40.70275,-73.98124,"72 Hudson Ave Brooklyn, NY 11201",https://www.yelp.com/biz/vinegar-hill-house-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Soba Noodle Azuma,4.0,347,$$,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",New York,NY,10019,40.76526,-73.9832,"251 W 55th St New York, NY 10019",https://www.yelp.com/biz/soba-noodle-azuma-new-york-3?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
L'Atelier de Joël Robuchon,4.5,144,$$$$,"[{'alias': 'french', 'title': 'French'}]",New York,NY,10011,40.743052,-74.007872,"85 10th Ave New York, NY 10011",https://www.yelp.com/biz/l-atelier-de-jo%C3%ABl-robuchon-new-york-5?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Omakase By Korami,5.0,184,$$$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",New York,NY,10019,40.763503307884655,-73.989323,"400A W 50th St New York, NY 10019",https://www.yelp.com/biz/omakase-by-korami-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Westville Hell's Kitchen,4.5,193,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",New York,NY,10019,40.76577,-73.9875,"809 9th Ave New York, NY 10019",https://www.yelp.com/biz/westville-hells-kitchen-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
The Boil,4.0,1985,$$,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]",New York,NY,10002,40.71974,-73.99339,"139 Chrystie St New York, NY 10002",https://www.yelp.com/biz/the-boil-new-york-3?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Friedman's,4.0,2595,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",New York,NY,10001,40.74839,-73.99062,"132 W 31st St New York, NY 10001",https://www.yelp.com/biz/friedmans-new-york-71?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Cent'Anni,4.0,477,$$,"[{'alias': 'italian', 'title': 'Italian'}]",Brooklyn,NY,11238,40.6730907423467,-73.9573492245369,"742 Franklin Ave Brooklyn, NY 11238",https://www.yelp.com/biz/centanni-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Mo's Original,4.0,140,$$,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",Brooklyn,NY,11225,40.66127,-73.95342,"453 Rogers Ave Brooklyn, NY 11225",https://www.yelp.com/biz/mos-original-brooklyn-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Goody Fresh Dimsum,4.5,32,$$,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",New York,NY,10011,40.73699,-73.99744,"513 6th Ave New York, NY 10011",https://www.yelp.com/biz/goody-fresh-dimsum-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Birria LES,4.0,73,$$,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'tacos', 'title': 'Tacos'}]",New York,NY,10002,40.719628849397935,-73.98711402147562,"127 Rivington St New York, NY 10002",https://www.yelp.com/biz/birria-les-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Giovanni's Brooklyn Eats,4.0,508,$$,"[{'alias': 'italian', 'title': 'Italian'}]",Brooklyn,NY,11215,40.6601105,-73.9835205,"1657 8th Ave Brooklyn, NY 11215",https://www.yelp.com/biz/giovannis-brooklyn-eats-brooklyn-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Ciccio,4.5,299,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",New York,NY,10013,40.7263263267119,-74.0034471165676,"190 6th Ave New York, NY 10013",https://www.yelp.com/biz/ciccio-new-york-11?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Soju Haus,4.0,598,$$,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]",New York,NY,10016,40.7468603,-73.9851724,"315 5th Ave Fl 2 New York, NY 10016",https://www.yelp.com/biz/soju-haus-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Mad For Chicken,4.5,164,$$,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'korean', 'title': 'Korean'}]",Brooklyn,NY,11211,40.71142,-73.94751,"617 Grand St Brooklyn, NY 11211",https://www.yelp.com/biz/mad-for-chicken-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Dale View Biscuits and Beer,4.5,134,$$,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Brooklyn,NY,11225,40.65893,-73.95064,"1170 Nostrand Ave Brooklyn, NY 11225",https://www.yelp.com/biz/dale-view-biscuits-and-beer-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
BCD Tofu House,4.0,2199,$$,"[{'alias': 'korean', 'title': 'Korean'}]",New York,NY,10001,40.747509,-73.986079,"5W 32nd St New York, NY 10001",https://www.yelp.com/biz/bcd-tofu-house-new-york-3?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Sobak,5.0,8,$$,"[{'alias': 'korean', 'title': 'Korean'}]",New York,NY,10002,40.71497047687499,-73.99158544320115,"51B Canal St New York, NY 10002",https://www.yelp.com/biz/sobak-new-york-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Citizens Of Bleecker,4.0,118,$$,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'australian', 'title': 'Australian'}]",New York,NY,10012,40.72872800037591,-73.99985110159334,"155 Bleecker St New York, NY 10012",https://www.yelp.com/biz/citizens-of-bleecker-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Anejo Tribeca,4.0,565,$$,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",New York,NY,10013,40.71931499731559,-74.00427174111186,"301 Church St New York, NY 10013",https://www.yelp.com/biz/anejo-tribeca-new-york-3?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Shun,4.5,52,$$$$,"[{'alias': 'french', 'title': 'French'}]",New York,NY,10022,40.7582033,-73.9713074,"610 Lexington Ave New York, NY 10022",https://www.yelp.com/biz/shun-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Honey Badger,4.0,119,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",Brooklyn,NY,11225,40.658221,-73.960102,"67 Fenimore St Brooklyn, NY 11225",https://www.yelp.com/biz/honey-badger-brooklyn-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Fine & Rare,4.5,405,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'lounges', 'title': 'Lounges'}]",New York,NY,10016,40.7501754760742,-73.9821929931641,"9 E 37th St New York, NY 10016",https://www.yelp.com/biz/fine-and-rare-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
The Baroness Bar Burgers + Beer,4.0,455,$$,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",Long Island City,NY,11101,40.74496,-73.95362,"47-18 Vernon Blvd Long Island City, NY 11101",https://www.yelp.com/biz/the-baroness-bar-burgers-beer-long-island-city?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Soba Totto,4.0,898,$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'bars', 'title': 'Bars'}]",New York,NY,10017,40.75122,-73.97317,"211 E 43rd St New York, NY 10017",https://www.yelp.com/biz/soba-totto-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
East Wind Snack Shop,4.0,218,$$,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",Brooklyn,NY,11215,40.6603409,-73.9799505,"471 16th St Brooklyn, NY 11215",https://www.yelp.com/biz/east-wind-snack-shop-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
El Mate,4.5,328,$$,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'argentine', 'title': 'Argentine'}]",Brooklyn,NY,11231,40.6749782203506,-73.9995224876405,"550 Court St Brooklyn, NY 11231",https://www.yelp.com/biz/el-mate-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Rasa,4.0,787,$$,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'halal', 'title': 'Halal'}]",New York,NY,10011,40.7327654,-73.9975674,"25 W 8th St New York, NY 10011",https://www.yelp.com/biz/rasa-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
The Folly,4.5,238,$$,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",New York,NY,10012,40.72721,-74.00004,"92 W Houston St New York, NY 10012",https://www.yelp.com/biz/the-folly-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
21 Greenpoint,4.0,127,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",Brooklyn,NY,11222,40.72978,-73.95992,"21 Greenpoint Ave Brooklyn, NY 11222",https://www.yelp.com/biz/21-greenpoint-brooklyn-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Midnights,4.0,228,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",Brooklyn,NY,11249,40.71748,-73.95843,"149 N 6th St Brooklyn, NY 11249",https://www.yelp.com/biz/midnights-brooklyn-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Harvest Kitchen,4.0,237,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",New York,NY,10023,40.777697,-73.978357,"269 Columbus Ave New York, NY 10023",https://www.yelp.com/biz/harvest-kitchen-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Verlaine,4.0,1458,$$,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",New York,NY,10002,40.720079,-73.987785,"110 Rivington St New York, NY 10002",https://www.yelp.com/biz/verlaine-new-york-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Parker & Quinn,4.0,1446,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",New York,NY,10018,40.7525862175813,-73.9850713153442,"64 W 39th St New York, NY 10018",https://www.yelp.com/biz/parker-and-quinn-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Lowerline,4.5,207,$$,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'southern', 'title': 'Southern'}]",Brooklyn,NY,11238,40.67421,-73.96324,"794 Washington Ave Brooklyn, NY 11238",https://www.yelp.com/biz/lowerline-brooklyn-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Buttermilk Channel,4.0,1946,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Brooklyn,NY,11231,40.675919,-73.999059,"524 Court St Brooklyn, NY 11231",https://www.yelp.com/biz/buttermilk-channel-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Kings Co Imperial,4.0,360,$$,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'szechuan', 'title': 'Szechuan'}]",Brooklyn,NY,11211,40.71512,-73.95097,"20 Skillman Ave Brooklyn, NY 11211",https://www.yelp.com/biz/kings-co-imperial-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Saigon Grill & Bar,4.5,256,$$,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",Brooklyn,NY,11234,40.61883,-73.93099,"4521 Ave N Brooklyn, NY 11234",https://www.yelp.com/biz/saigon-grill-and-bar-brooklyn-3?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Birdies Hot Chicken,4.5,67,$$,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]",Brooklyn,NY,11206,40.7118,-73.94108,"810 Grand St Brooklyn, NY 11206",https://www.yelp.com/biz/birdies-hot-chicken-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Zanmi,4.5,160,$$,"[{'alias': 'haitian', 'title': 'Haitian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Brooklyn,NY,11225,40.6579395,-73.9505773,"1206 Nostrand Ave Brooklyn, NY 11225",https://www.yelp.com/biz/zanmi-brooklyn-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Tuome,4.5,589,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",New York,NY,10009,40.72412482724,-73.9828906263924,"536 E 5th St New York, NY 10009",https://www.yelp.com/biz/tuome-new-york-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Marta,4.0,928,$$$,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",New York,NY,10016,40.7445882,-73.9847936,"29 E 29th St New York, NY 10016",https://www.yelp.com/biz/marta-new-york-7?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Raku It's Japanese,4.5,143,$$,"[{'alias': 'japanese', 'title': 'Japanese'}]",New York,NY,10022,40.756591,-73.969306,"212 East 52nd St New York, NY 10022",https://www.yelp.com/biz/raku-its-japanese-new-york-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Qanoon,4.0,101,$$,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",New York,NY,10011,40.74524,-74.00202,"180 9th Ave New York, NY 10011",https://www.yelp.com/biz/qanoon-new-york-3?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Tofu Tofu,4.5,412,$$,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bbq', 'title': 'Barbeque'}]",New York,NY,10013,40.7176299520983,-73.9954301342368,"96 Bowery New York, NY 10013",https://www.yelp.com/biz/tofu-tofu-new-york-5?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
El Camion,4.0,728,$$,"[{'alias': 'mexican', 'title': 'Mexican'}]",New York,NY,10009,40.7291,-73.98105,"194 Ave A New York, NY 10009",https://www.yelp.com/biz/el-camion-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Marc Forgione,4.5,966,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}]",New York,NY,10013,40.71647,-74.0095599,"134 Reade St New York, NY 10013",https://www.yelp.com/biz/marc-forgione-new-york-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Gage and Tollner,4.0,71,$$$$,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Brooklyn,NY,11201,40.691328,-73.987861,"372 Fulton St Brooklyn, NY 11201",https://www.yelp.com/biz/gage-and-tollner-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Charm Kao,4.5,73,$$,"[{'alias': 'thai', 'title': 'Thai'}]",Brooklyn,NY,11201,40.6892229764259,-73.9863216751898,"193 Schermerhorn St Brooklyn, NY 11201",https://www.yelp.com/biz/charm-kao-brooklyn?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
The Maze,4.0,558,$$,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",New York,NY,10001,40.747846,-73.9872499,"32 W 32nd St Fl 3 New York, NY 10001",https://www.yelp.com/biz/the-maze-new-york-3?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Jeffrey's Grocery,4.0,478,$$$,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",New York,NY,10014,40.73399,-74.00137,"172 Waverly Pl New York, NY 10014",https://www.yelp.com/biz/jeffreys-grocery-new-york?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
Oscar's Place,4.5,230,$$,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'british', 'title': 'British'}]",New York,NY,10014,40.7318649,-74.0064011,"466 Hudson St New York, NY 10014",https://www.yelp.com/biz/oscars-place-new-york-2?adjust_creative=g98UKJoNIm4WCojBNMJKvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g98UKJoNIm4WCojBNMJKvA
