name,rating,review_count,price,latitude,longitude,stars,michelin,latBin,lonBin
Humphreys Restaurant,3.5,546,3,32.7168677165351,-117.223076487735,0,0,32.6,-117.4
Village Vino,4.5,191,2,32.76307,-117.107512,0,0,32.6,-117.2
Lola 55,4.5,583,2,32.7137749,-117.1530489,0,0,32.6,-117.2
Antojitos Colombianos Restaurant,4.5,405,2,32.7066043,-117.1451566,0,0,32.6,-117.2
Humphreys La Jolla Grill,4.0,126,2,32.8707143229053,-117.231927730164,0,0,32.800000000000004,-117.4
Ototo Sushi,4.0,1864,2,32.728078,-117.217454,0,0,32.6,-117.4
Creme De La Crepe - San Diego,4.5,386,2,32.748453,-117.163102,0,0,32.6,-117.2
Knotty Barrel,4.0,765,2,32.71179,-117.15686,0,0,32.6,-117.2
The Counter,4.0,72,2,32.768134,-117.16673,0,0,32.6,-117.2
Mendocino Farms,4.5,724,2,32.8679444055646,-117.23285917595818,0,0,32.800000000000004,-117.4
Himitsu,4.5,388,3,32.8430240493506,-117.27233313024,0,0,32.800000000000004,-117.4
Mitsuwa Marketplace,4.5,824,2,32.8189196713073,-117.15080748608,0,0,32.800000000000004,-117.2
Bivouac Ciderworks,4.5,310,2,32.75005,-117.13051,0,0,32.6,-117.2
Crab Hut,4.0,2026,2,32.8246953888303,-117.155846506406,0,0,32.800000000000004,-117.2
The Portuguese Market,4.5,7,2,32.72128,-117.22954,0,0,32.6,-117.4
Homestyle Hawaiian,3.5,442,2,32.750466058133,-117.213541259786,0,0,32.6,-117.4
OB Surf Lodge,4.0,652,2,32.74837,-117.25199,0,0,32.6,-117.4
Con Pane Rustic Breads & Cafe,4.0,1440,2,32.73799,-117.212,0,0,32.6,-117.4
Fiddler's Green Restaurant,4.0,546,2,32.72137,-117.22855,0,0,32.6,-117.4
Luna Grill - Clairemont,4.0,493,2,32.8185643284979,-117.181208492665,0,0,32.800000000000004,-117.2
Naked Cafe,4.0,609,2,32.749740036709,-117.20514010638,0,0,32.6,-117.4
Café Bahia,3.0,99,2,32.7724452836256,-117.247094816147,0,0,32.6,-117.4
Cafe 222,4.0,2117,2,32.710528,-117.162707,0,0,32.6,-117.2
PB Poke House,5.0,430,2,32.7916526,-117.2541479,0,0,32.6,-117.4
Juan Tequila Bar & Restaurant,4.0,255,2,32.71092,-117.16077,0,0,32.6,-117.2
Benihana,3.0,1605,3,32.762792,-117.160072,0,0,32.6,-117.2
Taste of the Himalayas,4.0,379,2,32.7491,-117.15193,0,0,32.6,-117.2
Stone Brewing - San Diego Airport T2,3.5,248,2,32.7322481584798,-117.203873097897,0,0,32.6,-117.4
"Maria's Cafe, Deli & Market",2.0,2,4,32.7259699,-117.1916,0,0,32.6,-117.2
Lou & Mickey's,4.0,2087,3,32.70756,-117.16025,0,0,32.6,-117.2
What De Health Thai,4.5,60,2,32.75105,-117.17201,0,0,32.6,-117.2
Burgeon at the Arbor,5.0,107,2,32.7191494,-117.1693349,0,0,32.6,-117.2
Farmers Table,4.5,104,2,32.79477,-117.19256,0,0,32.6,-117.2
KNB Bistro,4.0,599,2,32.78392,-117.06019,0,0,32.6,-117.2
Blue Wave Bar & Grill,3.5,239,2,32.714033287935,-117.22707344422,0,0,32.6,-117.4
Oltre Mare,4.5,488,2,32.79426,-117.25108,0,0,32.6,-117.4
Lolita's Mexican Food,3.5,1107,2,32.7076486,-117.1548715,0,0,32.6,-117.2
Casa Castillo,4.5,78,2,32.74852,-117.20786,0,0,32.6,-117.4
Mimmo's Italian Village,4.0,1359,2,32.723613,-117.168098,0,0,32.6,-117.2
Restaurante El Salvadoreño,4.0,795,2,32.706338390708,-117.1329575032,0,0,32.6,-117.2
Hive Chicken & Karaoke,3.5,554,2,32.82046,-117.15591,0,0,32.800000000000004,-117.2
Graze by Sam,4.0,120,2,32.72286411314633,-117.1676792400152,0,0,32.6,-117.2
Provisional Kitchen,4.0,447,2,32.7096992053493,-117.160063451938,0,0,32.6,-117.2
Corner Cafe,4.0,190,2,32.7436533403347,-117.160559182212,0,0,32.6,-117.2
MishMash,4.5,380,2,32.70069,-117.1476,0,0,32.6,-117.2
Caffè Calabria,4.5,1552,2,32.749208,-117.129792,0,0,32.6,-117.2
Laylah's Jamaican Food,4.0,228,2,32.6927624,-117.1259925,0,0,32.6,-117.2
Cutwater Spirits,4.5,784,2,32.8844651893036,-117.163705980307,0,0,32.800000000000004,-117.2
The Butcher Shop Steakhouse,3.5,1015,3,32.82998,-117.14087,0,0,32.800000000000004,-117.2
Butcher's Cut,3.5,547,3,32.71223,-117.16037,0,0,32.6,-117.2
Loving Hut - North Park,4.5,1245,2,32.7550451,-117.1447807,0,0,32.6,-117.2
C3 Restaurant & Bar,4.5,3,2,32.7222639476453,-117.163623343003,0,0,32.6,-117.2
Harbor Town Pub,4.5,742,2,32.72154028741926,-117.2312652809562,0,0,32.6,-117.4
Voltaire Beach House,4.0,323,2,32.75149,-117.24525,0,0,32.6,-117.4
Le Parfait Paris,4.5,1436,2,32.71256,-117.1596332,0,0,32.6,-117.2
FIREHOUSE,3.5,1415,2,32.79489,-117.25554,0,0,32.6,-117.4
Native Foods,4.0,618,2,32.82077127286178,-117.17985033110244,0,0,32.800000000000004,-117.2
Hazelwoods On the Bay,4.0,247,2,32.7182255809539,-117.172689710451,0,0,32.6,-117.2
The PurpleMint Vegan Bistro,4.5,858,2,32.787537,-117.09703,0,0,32.6,-117.2
Flavors of East Africa,4.0,947,2,32.7553859,-117.1394819,0,0,32.6,-117.2
Parq,4.0,344,2,32.7154911045536,-117.159130615344,0,0,32.6,-117.2
Breakfast Republic,4.0,611,2,32.74492,-117.24846,0,0,32.6,-117.4
The Tipsy Crow,3.5,1348,2,32.71345,-117.16045,0,0,32.6,-117.2
Dirty Birds Ocean Beach,4.0,106,2,32.746453,-117.248587,0,0,32.6,-117.4
Casa Machado,4.0,412,2,32.8127463641505,-117.141326581159,0,0,32.800000000000004,-117.2
Elijah's Restaurant & Delicatessen,4.0,514,2,32.8313918726954,-117.165095578049,0,0,32.800000000000004,-117.2
Rei Do Gado Brazilian Steakhouse,4.0,2426,3,32.715251,-117.160962,0,0,32.6,-117.2
Point Loma Seafoods,3.5,2422,2,32.72326,-117.227836,0,0,32.6,-117.4
Balboa's Tap House,4.0,370,2,32.8241430327788,-117.183367498038,0,0,32.800000000000004,-117.2
The Spot La Jolla,4.0,822,2,32.84737,-117.274345,0,0,32.800000000000004,-117.4
Ketch Brewing,4.0,34,2,32.71928617723672,-117.17357317328695,0,0,32.6,-117.2
Thai Joint On Adams,4.5,243,2,32.7636068940609,-117.118807267745,0,0,32.6,-117.2
Imperial Steakhouse,4.0,283,2,32.7301,-117.15969,0,0,32.6,-117.2
McGregor's Ale House,4.0,552,2,32.784487,-117.111029,0,0,32.6,-117.2
Bully's East Prime Bistro Sports Bar,3.5,905,2,32.7668078715275,-117.138064871349,0,0,32.6,-117.2
Quarterdeck Restaurant & Bar,3.5,41,2,32.7159145790863,-117.224883127088,0,0,32.6,-117.4
Beaudevin,3.5,24,2,32.73422,-117.203961,0,0,32.6,-117.4
Nonna + Zucchero,4.0,316,2,32.72347,-117.16807,0,0,32.6,-117.2
Sufi Mediterranean Cuisine,4.0,592,2,32.8189097966813,-117.177377338623,0,0,32.800000000000004,-117.2
Sandbar Sports Bar & Grill,4.0,864,2,32.7720743775411,-117.252134695559,0,0,32.6,-117.4
Beaumont's,4.0,705,2,32.81503,-117.27065,0,0,32.800000000000004,-117.4
Javier's La Jolla,3.5,846,3,32.8725964013906,-117.213523380235,0,0,32.800000000000004,-117.4
La Miche Kabobgee,4.5,376,2,32.8324527650748,-117.127417243295,0,0,32.800000000000004,-117.2
Nishiki Ramen,4.0,1916,2,32.8196793,-117.1499863,0,0,32.800000000000004,-117.2
The Pho Shop,4.0,469,2,32.75559,-117.2163,0,0,32.6,-117.4
Mr. Spicy,3.5,268,2,32.79329,-117.0982,0,0,32.6,-117.2
Hinotez,3.5,773,2,32.821421,-117.152165,0,0,32.800000000000004,-117.2
Ike's Love & Sandwiches,4.5,1027,2,32.74872,-117.15481,0,0,32.6,-117.2
The Barn,4.0,228,2,32.7555700512994,-117.132338401943,0,0,32.6,-117.2
Crab Pub,4.0,361,2,32.76052,-117.068,0,0,32.6,-117.2
Izakaya Sakura,3.5,724,2,32.8148792123313,-117.154941558838,0,0,32.800000000000004,-117.2
THE LOT La Jolla,4.0,1140,2,32.84247,-117.27407,0,0,32.800000000000004,-117.4
Awash Ethiopian Restaurant,4.5,433,2,32.755716,-117.131822,0,0,32.6,-117.2
Garden Kitchen,4.5,294,2,32.7549465,-117.058503,0,0,32.6,-117.2
Shawarma Xpress,5.0,108,2,32.6917277526498,-117.123763516925,0,0,32.6,-117.2
EL Puerto Seafood By The Park,4.5,117,2,32.70852,-117.15539,0,0,32.6,-117.2
Chamorro Grill,3.5,671,2,32.793663,-117.097866,0,0,32.6,-117.2
Brigantine,4.0,661,2,32.7208426402846,-117.22858035264,0,0,32.6,-117.4
Roma Mia,4.5,247,2,32.71389833,-117.16102,0,0,32.6,-117.2
Tartine,3.5,620,2,32.6984258,-117.1719335,0,0,32.6,-117.2
Mattarello Cooking Lab,4.0,137,2,32.74829039928671,-117.1515436,0,0,32.6,-117.2
Sisters Pizza,4.5,478,2,32.743544,-117.161286,0,0,32.6,-117.2
Bistro Kaz,4.0,267,2,32.8145853897993,-117.154238457603,0,0,32.800000000000004,-117.2
STP Bar-N-Grill,4.5,358,2,32.83388,-117.17393,0,0,32.800000000000004,-117.2
Sipz - Clairemont,4.0,1606,2,32.83356,-117.17335,0,0,32.800000000000004,-117.2
Ikiru Japanese,4.5,907,2,32.7358915,-117.2173427,0,0,32.6,-117.4
The Mission,4.0,2227,2,32.7096,-117.1531,0,0,32.6,-117.2
Kaki Sushi,4.5,165,2,32.83017,-117.10431,0,0,32.800000000000004,-117.2
Chris’ Ono Grinds Island Grill,4.0,34,2,32.740219,-117.211117,0,0,32.6,-117.4
Donna Jean,4.5,745,2,32.7361497658137,-117.16005217284,0,0,32.6,-117.2
The Original Pancake House,3.5,1367,2,32.8152408361399,-117.154552194347,0,0,32.800000000000004,-117.2
Point Loma Fish Shop,4.0,253,2,32.7218,-117.23188,0,0,32.6,-117.4
Lucky's Lunch Counter,4.5,847,2,32.7087946236134,-117.158327177167,0,0,32.6,-117.2
Albert's Restaurant,3.5,480,2,32.734639617597,-117.152028118274,0,0,32.6,-117.2
World Famous,3.5,2518,2,32.7908199907469,-117.255119000888,0,0,32.6,-117.4
Katzya,4.0,93,2,32.8207506600897,-117.15746825264,0,0,32.800000000000004,-117.2
Hodad's,4.0,2666,2,32.715666,-117.155782,0,0,32.6,-117.2
Half Door Brewing,4.5,809,2,32.710263,-117.156272,0,0,32.6,-117.2
Sorrento Ristorante & Pizzeria,4.0,854,2,32.7225304,-117.1685562,0,0,32.6,-117.2
Bella Vista Social Club & Caffé,4.0,415,2,32.8891839815142,-117.243999,0,0,32.800000000000004,-117.4
Lefty's Chicago Pizzeria,4.0,928,2,32.7504619,-117.1715272,0,0,32.6,-117.2
Arrivederci Ristorante,4.0,1474,2,32.747806,-117.16143,0,0,32.6,-117.2
Outback Steakhouse,2.5,744,2,32.7677413,-117.1496201,0,0,32.6,-117.2
Big Front Door,4.5,727,2,32.75176,-117.14593,0,0,32.6,-117.2
Cosmopolitan Hotel and Restaurant,4.0,830,2,32.754593,-117.1964137,0,0,32.6,-117.2
Olympic Cafe,4.5,847,2,32.7487189,-117.1395772,0,0,32.6,-117.2
Mediterranean Cafe,4.0,644,2,32.75013,-117.16423,0,0,32.6,-117.2
Buffalo Wing Star - Linda Vista,4.0,292,2,32.80128,-117.15748,0,0,32.800000000000004,-117.2
Prado at the Airport,3.0,163,2,32.733189,-117.201267,0,0,32.6,-117.4
Brew30 California Taps,4.0,110,2,32.7107,-117.1686,0,0,32.6,-117.2
Ibis Market,4.0,47,2,32.75098,-117.1735,0,0,32.6,-117.2
Thanh Tinh Chay,5.0,451,2,32.75526,-117.09563,0,0,32.6,-117.2
Antique Row Cafe,4.0,689,2,32.76309,-117.129999,0,0,32.6,-117.2
Kyoto Sushi,4.5,529,2,32.750904179403,-117.208754490144,0,0,32.6,-117.4
Pho Hoa,4.5,1199,2,32.75569,-117.09285,0,0,32.6,-117.2
Lazy Hippo,4.0,632,2,32.70963,-117.16221,0,0,32.6,-117.2
Poke Subarashi,4.5,695,2,32.8619197150993,-117.224819924207,0,0,32.800000000000004,-117.4
Tofu House SDSU,4.0,31,2,32.76063,-117.06749,0,0,32.6,-117.2
San Diego Pier Cafe,3.0,822,2,32.7112551,-117.1704174,0,0,32.6,-117.2
Giant Pizza King,4.0,106,2,32.79197,-117.1759,0,0,32.6,-117.2
Cote D'azur Restaurant,4.5,203,2,32.86747,-117.20612,0,0,32.800000000000004,-117.4
Shino Sushi + Kappo,4.5,552,3,32.7200088500977,-117.170433044434,0,0,32.6,-117.2
Sportsmen's Seafood,3.5,342,2,32.76459,-117.23787,0,0,32.6,-117.4
King Bistro,3.5,123,2,32.83558,-117.18682,0,0,32.800000000000004,-117.2
Luca Restaurant,4.0,100,2,32.7159506958158,-117.167820186508,0,0,32.6,-117.2
The Noble Chef,3.5,376,2,32.81959,-117.17469,0,0,32.800000000000004,-117.2
Chopstix,4.0,1206,2,32.8247261047363,-117.154563903809,0,0,32.800000000000004,-117.2
Shabu Shabu House,4.0,463,2,32.824748,-117.155848,0,0,32.800000000000004,-117.2
Pho Fifth Avenue,4.0,1039,2,32.7471601,-117.1602751,0,0,32.6,-117.2
Mignon Pho + Grill,3.5,568,2,32.81384,-117.153884,0,0,32.800000000000004,-117.2
Gaetano's,3.5,324,2,32.821859,-117.10183,0,0,32.800000000000004,-117.2
Katzra Sushi Bar,4.5,544,2,,,0,0,,
Crown Bistro,4.0,401,2,32.6927499,-117.17634,0,0,32.6,-117.2
Gossip Grill,4.0,814,2,32.74880908463033,-117.1530768728977,0,0,32.6,-117.2
OB Brewery,4.0,394,2,32.7472388290092,-117.251900061965,0,0,32.6,-117.4
Fogo de Chão Brazilian Steakhouse,4.0,2346,3,32.7123154864075,-117.159506109839,0,0,32.6,-117.2
The Habit Burger Grill,4.0,767,2,32.766781,-117.156835,0,0,32.6,-117.2
Harbor's Edge,3.0,58,3,32.72728,-117.19769,0,0,32.6,-117.2
Olive Cafe,4.5,727,2,32.78243,-117.2522,0,0,32.6,-117.4
Lionfish Modern Coastal Cuisine - San Diego,4.0,645,3,32.70983,-117.15988,0,0,32.6,-117.2
Lefty's Cheesesteaks,4.5,99,2,32.71083394128217,-117.16045886278152,0,0,32.6,-117.2
Balboa International Market,4.0,464,2,32.8188048606901,-117.178130004369,0,0,32.800000000000004,-117.2
ChaCha Tea Spot,4.0,87,2,32.8216203,-117.1769317,0,0,32.800000000000004,-117.2
Roy's Restaurant,3.5,1054,3,32.7084535101538,-117.165804463893,0,0,32.6,-117.2
Joe's Crab Shack,3.0,672,2,32.7046595946519,-117.163299992681,0,0,32.6,-117.2
Mainely Lobsters and Seafood,5.0,3,2,32.833004,-117.1455231,0,0,32.800000000000004,-117.2
Storyhouse Spirits,4.5,76,2,32.709549506841434,-117.1534513,0,0,32.6,-117.2
Pinto Thai Bistro,4.0,293,2,32.8231151,-117.1035175,0,0,32.800000000000004,-117.2
Hoai Hue Restaurant,4.0,448,2,32.75633,-117.09367,0,0,32.6,-117.2
Jyoti-Bihanga,4.5,764,2,32.7632461,-117.1216363,0,0,32.6,-117.2
Il Sogno Italiano,4.0,123,2,32.708677,-117.160315,0,0,32.6,-117.2
Nine-Ten,4.0,688,3,32.8472812688485,-117.275208349668,0,0,32.800000000000004,-117.4
Poke Chop,4.5,260,2,32.7479643,-117.1617671,0,0,32.6,-117.2
Mr. Moto Pizza,4.5,123,2,32.70934810000001,-117.1719004,0,0,32.6,-117.2
Abbey's Real Texas BBQ,4.0,1274,2,32.8788277772491,-117.167453058064,0,0,32.800000000000004,-117.2
Tajima Ramen East Village,4.0,855,2,32.7145,-117.15622,0,0,32.6,-117.2
Ruth's Chris Steak House,4.0,1585,3,32.7186157498595,-117.17265205159,0,0,32.6,-117.2
Coaster Saloon,4.0,524,2,32.7722,-117.25177,0,0,32.6,-117.4
Caribbean Taste,4.5,244,2,32.70948,-117.0633,0,0,32.6,-117.2
Caroline's Seaside Cafe by Giuseppe,3.5,940,2,32.8646064174275,-117.254120260477,0,0,32.800000000000004,-117.4
Nozaru Ramen Bar,4.0,447,2,32.76309,-117.1212,0,0,32.6,-117.2
Pacific Shellfish,5.0,3,2,32.806495,-117.255012,0,0,32.800000000000004,-117.4
BAR by Red Door,4.0,34,2,32.7496896,-117.17017,0,0,32.6,-117.2
The Blind Burro,4.0,1515,2,32.70915,-117.15858,0,0,32.6,-117.2
Point Loma Cafe,3.5,133,2,32.7259707,-117.2232874,0,0,32.6,-117.4
Draft,3.5,1265,2,32.7700056,-117.2526897,0,0,32.6,-117.4
Emerald Chinese Cuisine,3.0,1205,2,32.8112545,-117.1533031,0,0,32.800000000000004,-117.2
Big Kitchen Cafe,4.0,751,2,32.72636,-117.12988,0,0,32.6,-117.2
The Bullpen Bar & Grill,4.0,556,2,32.8322033549043,-117.147990222229,0,0,32.800000000000004,-117.2
Miguel's Cocina,4.0,901,2,32.72231,-117.23006,0,0,32.6,-117.4
Amplified Ale Works,4.0,172,2,32.7102737737551,-117.151706520073,0,0,32.6,-117.2
AAHARN By Koon Thai,4.0,298,2,32.7181,-117.16946,0,0,32.6,-117.2
The Yasai By Rakiraki,4.0,393,2,32.824758,-117.155838,0,0,32.800000000000004,-117.2
Sugar and Scribe Bakery,4.5,1722,2,32.8430306981685,-117.275096358302,0,0,32.800000000000004,-117.4
Queenstown Bistro,4.0,310,2,32.870507,-117.209943,0,0,32.800000000000004,-117.4
Panini Grill,3.5,14,2,32.7581787,-117.1767807,0,0,32.6,-117.2
The Poke,3.5,269,2,32.77590364149756,-117.14449284854516,0,0,32.6,-117.2
Bayside Bar,4.0,18,2,32.7267267,-117.2231955,0,0,32.6,-117.4
Imperial Mandarin Restaurant,3.5,442,2,32.814673,-117.154241,0,0,32.800000000000004,-117.2
Bangkok Spices Thai Restaurant,4.5,411,2,32.7448323,-117.1298532,0,0,32.6,-117.2
Bazille,4.0,123,2,32.87103818958149,-117.21313469992045,0,0,32.800000000000004,-117.4
Yakitori Hino,2.5,84,2,32.832747978251,-117.158916290771,0,0,32.800000000000004,-117.2
Lil Piggy's Bar-B-Q,3.5,955,2,32.698784,-117.169833,0,0,32.6,-117.2
Brockton Villa Restaurant,4.0,1875,2,32.84987,-117.27154,0,0,32.800000000000004,-117.4
Ackee Tree The Real Jamaican Cuisine,4.5,170,2,32.7589172,-117.0733556,0,0,32.6,-117.2
Los Panchos Tacos & Cantina,4.0,451,2,32.74972615892327,-117.16074814849564,0,0,32.6,-117.2
Vin De Syrah,4.0,1629,2,32.71483,-117.15985,0,0,32.6,-117.2
Ramen Ryoma,4.0,204,2,32.79637,-117.25511,0,0,32.6,-117.4
Plant Power Fast Food,4.5,1041,2,32.7502233510473,-117.243188917637,0,0,32.6,-117.4
Clem's Tap House,4.5,155,2,32.76363,-117.10703,0,0,32.6,-117.2
Mr Moto Pizza,4.0,663,2,32.746889,-117.129751,0,0,32.6,-117.2
Spiro's Greek Cafe,3.5,331,2,32.698616,-117.169205,0,0,32.6,-117.2
Greystone Prime Steakhouse & Seafood,4.0,2580,3,32.7123331,-117.1602749,0,0,32.6,-117.2
The Islands Restaurant,2.5,20,2,32.7604071680192,-117.184276123702,0,0,32.6,-117.2
Country Waffles,4.0,510,2,32.74514,-117.19973,0,0,32.6,-117.2
Taste Of The Himalayas -Point Loma,4.0,1250,2,32.74988983682558,-117.2091369728224,0,0,32.6,-117.4
Hi Poke,4.5,239,2,32.7109447889922,-117.170409414283,0,0,32.6,-117.2
Eclipse Chocolate Bar & Bistro,4.0,1244,2,32.7283479,-117.1293895,0,0,32.6,-117.2
Arslan's Gyros,4.5,427,2,32.7860785452169,-117.253235007037,0,0,32.6,-117.4
Cake de Partie,4.5,604,2,32.826,-117.15416,0,0,32.800000000000004,-117.2
Mazara Trattoria,4.0,448,2,32.72984,-117.12977,0,0,32.6,-117.2
Mariscos La Capital,4.0,8,2,32.7061151,-117.1432265,0,0,32.6,-117.2
Cherry Wine Modern Asian Cuisine,4.0,155,2,32.84802514006063,-117.2744775,0,0,32.800000000000004,-117.4
Krakatoa,4.0,860,2,32.71747,-117.14069,0,0,32.6,-117.2
Paragon Deli Cafe,4.5,75,2,32.72137,-117.22855,0,0,32.6,-117.4
7 Cafe,4.5,721,2,32.71745615266191,-117.15850855218852,0,0,32.6,-117.2
California Pizza Kitchen at Fashion Valley,3.0,552,2,32.767614,-117.165703,0,0,32.6,-117.2
Lupi Vino Cucina Bar,4.0,216,2,32.8127422,-117.268885,0,0,32.800000000000004,-117.4
Fleming’s Prime Steakhouse & Wine Bar,4.5,1177,4,32.70850423278374,-117.16124844044568,0,0,32.6,-117.2
Dirty Birds,3.5,673,2,32.7661021,-117.0592849,0,0,32.6,-117.2
Petrini's,4.0,422,2,32.7198907196092,-117.168416976929,0,0,32.6,-117.2
Wet Stone Wine Bar & Cafe,4.5,552,2,32.7255477905273,-117.160858154297,0,0,32.6,-117.2
Island Spice,4.0,240,2,32.75271,-117.06399,0,0,32.6,-117.2
Cerveza Jack's Gaslamp,4.0,83,2,32.70878,-117.16035,0,0,32.6,-117.2
Saiko Sushi,4.0,731,2,32.6984715,-117.1727668,0,0,32.6,-117.2
Sardina's Italian Restaurant & Bar,3.5,343,2,32.76931,-117.2004,0,0,32.6,-117.4
Crab Hut,4.0,978,3,32.715964,-117.160019,0,0,32.6,-117.2
Café Madeleine,4.0,418,2,32.72948,-117.13045,0,0,32.6,-117.2
Wicked Maine Lobster,4.0,208,2,32.7230999,-117.1678479,0,0,32.6,-117.2
Swami's Café North Park,4.0,803,2,32.74719,-117.13035,0,0,32.6,-117.2
Blaze Pizza,4.0,892,2,32.8200952,-117.1803263,0,0,32.800000000000004,-117.2
Pacific Beach AleHouse,3.5,1552,2,32.79425,-117.25526,0,0,32.6,-117.4
Sammy's Woodfired Pizza & Grill- Mission Valley,3.5,750,2,32.7708186384094,-117.149853249004,0,0,32.6,-117.2
Bare Back Grill,4.0,1107,2,32.798295,-117.256253,0,0,32.6,-117.4
The Duck Dive,4.0,1014,2,32.7986412,-117.2564087,0,0,32.6,-117.4
Chameleon Cuisine,4.0,40,2,32.7138557434082,-117.139297485352,0,0,32.6,-117.2
ReBru Spirits,4.5,50,2,32.702423488395,-117.14780279168032,0,0,32.6,-117.2
Bistro Du Marché,4.5,130,3,32.83974,-117.27186,0,0,32.800000000000004,-117.4
Tacos El Cabrón,3.5,519,2,32.710719456919,-117.161089675616,0,0,32.6,-117.2
"Cheba Hut ""Toasted"" Subs",4.5,929,2,32.764920032787764,-117.0616942,0,0,32.6,-117.2
So Sushi,3.5,488,2,32.7686579138787,-117.165892691654,0,0,32.6,-117.2
Monello,4.0,1593,2,32.7244334,-117.1690214,0,0,32.6,-117.2
Pho Bo,4.5,237,2,32.7002822,-117.1451146,0,0,32.6,-117.2
Turmeric Thai Kitchen,4.5,607,2,32.83259413040177,-117.24414409257535,0,0,32.800000000000004,-117.4
Emiliano's Mexican Restaurant,4.0,419,2,32.7939,-117.09816,0,0,32.6,-117.2
Shanghai Saloon,4.0,250,2,32.8240405,-117.1547517,0,0,32.800000000000004,-117.2
Aburi Sushi,4.0,163,2,32.74083,-117.12949,0,0,32.6,-117.2
The Old Townhouse Restaurant,4.0,460,2,32.746193829554954,-117.2502111619549,0,0,32.6,-117.4
Green China Grill,4.0,237,2,32.8266,-117.15513,0,0,32.800000000000004,-117.2
Village Indian Cuisine,4.0,815,2,32.830845,-117.131402,0,0,32.800000000000004,-117.2
Mimi's Cafe,3.0,566,2,32.7690764014715,-117.154565509242,0,0,32.6,-117.2
Grains,4.5,559,2,32.76265,-117.14108,0,0,32.6,-117.2
The Fishery,4.0,958,2,32.8065985,-117.2547961,0,0,32.800000000000004,-117.4
Salt and Lime,4.5,211,2,32.7615457,-117.1299451,0,0,32.6,-117.2
Cafe Gratitude,4.0,1699,2,32.72452,-117.17001,0,0,32.6,-117.2
Jack and Giulio's Italian Restaurant,4.0,362,2,32.75089,-117.19341,0,0,32.6,-117.2
Bay City Brewing Company,4.5,54,2,32.71198460185808,-117.157266775383,0,0,32.6,-117.2
AAHARN at University City,4.0,185,2,32.8509921,-117.2140589,0,0,32.800000000000004,-117.4
The Deck at Moonshine Flats,4.0,246,2,32.70878,-117.1589,0,0,32.6,-117.2
El Prez,3.5,949,2,32.7924886676374,-117.254683878512,0,0,32.6,-117.4
Smokey and the Brisket,4.0,275,2,32.779202,-117.037819,0,0,32.6,-117.2
Bread & Cie,4.0,1283,2,32.7485542297363,-117.161933898926,0,0,32.6,-117.2
Pho Hut & Grill,4.0,354,2,32.819255629811,-117.183067202568,0,0,32.800000000000004,-117.2
El Comal,4.0,1070,2,32.7493532733275,-117.127943676358,0,0,32.6,-117.2
San Diego Chicken Pie Shop,3.5,1324,2,32.7549667358398,-117.135406494141,0,0,32.6,-117.2
Poki One N Half,4.5,610,2,32.748736,-117.129369,0,0,32.6,-117.2
Osteria Panevino,4.0,1311,2,32.71294,-117.16044,0,0,32.6,-117.2
The French Gourmet,4.0,806,2,32.80955,-117.25638,0,0,32.800000000000004,-117.4
Lefty's Chicago Pizzeria,4.0,1446,2,32.741996,-117.130311,0,0,32.6,-117.2
Super Cocina,4.5,689,2,32.7495,-117.11485,0,0,32.6,-117.2
Fig Tree Cafe,4.0,90,2,32.712376,-117.1590716,0,0,32.6,-117.2
Szechuan Chef,3.5,249,2,32.8192721562885,-117.155981879237,0,0,32.800000000000004,-117.2
Rubicon Deli,4.0,771,2,32.7428131103516,-117.180656433105,0,0,32.6,-117.2
Tajima Ramen North Park,3.5,573,2,32.7626419067383,-117.129760742188,0,0,32.6,-117.2
DRIFT Eat + Drink,3.5,65,2,32.87093,-117.22564,0,0,32.800000000000004,-117.4
The Pool House,4.0,142,2,32.70983,-117.15988,0,0,32.6,-117.2
PT Eatery,3.5,205,2,32.83165,-117.160002,0,0,32.800000000000004,-117.2
China Too,3.0,335,2,32.71495,-117.16045,0,0,32.6,-117.2
RK Sushi,4.0,1237,2,32.7501220703125,-117.167007446289,0,0,32.6,-117.2
Pacific Cafe & Catering,4.5,17,2,32.878938,-117.226838,0,0,32.800000000000004,-117.4
Khyber Pass Zarparan,4.5,671,2,32.74813398609777,-117.1600522,0,0,32.6,-117.2
Regents Pizzeria,4.0,1517,2,32.8734232036217,-117.218049246696,0,0,32.800000000000004,-117.4
Ortega's Bistro,4.0,1110,2,32.7480807767565,-117.163241931283,0,0,32.6,-117.2
The Yasai By Rakiraki,4.0,215,2,32.728071,-117.170401,0,0,32.6,-117.2
Solunto Ristorante & Bakery,4.0,797,2,32.72253,-117.16799,0,0,32.6,-117.2
Morton's The Steakhouse,4.0,756,4,32.7091283228563,-117.162322998047,0,0,32.6,-117.2
The Haven Pizzeria,4.0,533,2,32.763056,-117.108132,0,0,32.6,-117.2
RoVino The Foodery,4.5,277,2,32.711232,-117.155862,0,0,32.6,-117.2
Punch Bowl Social San Diego,3.5,734,2,32.7144594,-117.1505543,0,0,32.6,-117.2
Table 509 Bar & Kitchen,4.0,61,2,32.71062,-117.15618,0,0,32.6,-117.2
Flamin Salmon,4.0,14,2,32.7468,-117.16129,0,0,32.6,-117.2
Shanghai Bun,3.5,349,2,32.720684,-117.23227,0,0,32.6,-117.4
Domo Kitchen,4.0,283,2,32.8307515566698,-117.127161880537,0,0,32.800000000000004,-117.2
